age,balance,currency,daily,drawdown,expectancy,gain,leverage,link,lots,monthly,name,pips,price,profit,profit_factor,rank,trades,won
16.0,1968.57,USD, -1.12%,99.92%,4,-99.61%,200 ,https://www.signalstart.com/analysis/yhqtv-com/256317, 115.1, -28.55%,yhqtv com,-13345.5,$50.00,2440.19, 0.85,-,1597, 53%
33.0,14589.68,EUR, 0.19%,88.46%,1,576.47%,10 ,https://www.signalstart.com/analysis/trive-divisas/255990, 86.37, 5.90%,TRIVE DIVISAS,74136.4,$30.00,10837.92, 4.29,-,5647, 77%
23.0,4689.62,USD, -0.91%,99.97%,3,-99.82%,500 ,https://www.signalstart.com/analysis/indices-master-multiindices/255961, 39.26, -23.89%,Indices Master MultiIndices,111288.1,$55.00,2251.22, 0.87,-,1540, 68%
15.0,42.59,USD, -1.44%,100.00%,6,-99.90%,500 ,https://www.signalstart.com/analysis/fund-guardian-500k/255091," 17,024.87", -35.31%,Fund Guardian 500k,-34842.1,$70.00,499957.41, 0.82,-,21915, 77%
35.0,0.25,USC Cent, -0.03%,50.96%,7,-28.25%,500 ,https://www.signalstart.com/analysis/liveforex/254523, 49.86, -0.93%,LiveForex,3230.5,$100.00,2757.57, 0.74,-,254, 52%
15.0,5413.36,USD, 0.20%,100.00%,9,157.09%,500 ,https://www.signalstart.com/analysis/money-maker-5k/255025, 354.68, 6.13%,Money Maker 5k,-18658.6,$70.00,413.36, 1.01,-,19882, 77%
18.0,2139.27,USD, -1.14%,99.97%,6,-99.81%,500 ,https://www.signalstart.com/analysis/ngern-cha-na-reborn/254277, 154.3, -29.15%,Ngern Cha Na Reborn,-213427.2,$30.00,198.65, 1.01,-,2716, 65%
22.0,0.02,USD, 0.08%,13.69%,7,70.60%,100 ,https://www.signalstart.com/analysis/wkldx/254073, 177.17, 2.37%,WKLDX,28938.2,$100.00,5672.52, 1.77,-,1470, 76%
34.0,2076.51,USD, 0.01%,42.37%,2,14.04%,100 ,https://www.signalstart.com/analysis/true-range-s/253511, 14.97, 0.38%,True Range S,2797.4,$35.00,194.15, 1.12,-,872, 79%
20.0,11139.84,USD, 0.92%,95.19%,4,32002.69%,500 ,https://www.signalstart.com/analysis/high-chance/253206, 368.01, 31.59%,High Chance,63418.7,$195.00,157391.57, 27,-,205, 96%
47.0,0.0,USD, 0.06%,58.92%,3,129.06%,300 ,https://www.signalstart.com/analysis/0mstrade-goldengoose-toprobo/252286, 31.1, 1.74%,0msTrade GoldenGoose TopRobo,333.2,$31.00,49.88, 0.96,-,1012, 75%
22.0,439.36,USD, -0.18%,93.78%,1,-71.51%,500 ,https://www.signalstart.com/analysis/dxclimaxzone/252097, 77.85, -5.37%,DXClimaxZone,-7242.1,$30.00,560.57, 0.96,-,1178, 70%
20.0,991.34,AUD, -0.75%,99.96%,8,-99.08%,500 ,https://www.signalstart.com/analysis/jfkforex-pepperstone-global/251810, 108.4, -20.28%,JFKForex Pepperstone Global,-7096.9,$60.00,834.04, 0.9,-,8576, 73%
26.0,92.85,USD, 0.09%,61.49%,100,110.84%,500 ,https://www.signalstart.com/analysis/wanal/251418, 4.53, 2.79%,wanal,36104.7,$35.00,382.05, 1.46,-,361, 50%
39.0,1.57,EUR Cent, -0.57%,100.00%,2,-99.90%,500 ,https://www.signalstart.com/analysis/fxnetworkvmm/250846, 530.89, -15.74%,FxnetworkVMM,-58449.0,$35.00,15174.88, 0.78,-,9472, 68%
20.0,2.81,USD, 0.01%,42.06%,9,7.31%,500 ,https://www.signalstart.com/analysis/snowballed-mt4/250506, 17.37, 0.34%,Snowballed MT4,1629.0,$59.00,20.5, 1.03,-,1722, 63%
34.0,2637.24,USD, 0.12%,29.34%,3,231.12%,500 ,https://www.signalstart.com/analysis/blue-rock/247792, 28.73, 3.53%,Blue Rock,12416.7,$40.00,3134.0, 2.06,-,1965, 85%
23.0,171.73,USD, -0.80%,100.00%,5,-99.66%,500 ,https://www.signalstart.com/analysis/redfox-signal-vip/245805, 66.56, -21.37%,RedFox Signal VIP,-19814.1,$33.00,824.14, 0.94,-,3590, 47%
23.0,790.91,USD, -0.91%,99.97%,8,-99.83%,500 ,https://www.signalstart.com/analysis/cj99-2x/245758, 160.77, -23.89%,CJ99 2X,35955.8,$50.00,908.57, 0.96,-,4486, 66%
23.0,14794.9,USD, -0.94%,100.00%,1,-99.89%,200 ,https://www.signalstart.com/analysis/retired-fx-engineering/245490," 1,623.01", -24.65%,Retired with FX Engineering,-312601.6,$111.00,49357.1, 0.91,-,10042, 60%
37.0,1175.98,USD, -0.41%,100.00%,1,-99.02%,500 ,https://www.signalstart.com/analysis/currency-converter/242602, 910.14, -11.49%,currency converter,29200.2,$30.00,9637.83, 0.9,-,14032, 70%
27.0,27.69,USD, -0.31%,96.48%,3,-92.98%,500 ,https://www.signalstart.com/analysis/ff-safety-growth-ea/241116, 252.66, -8.98%,FF Safety Growth EA,492.2,$30.00,993.35, 1.13,-,1419, 69%
36.85,6833.09,USD, -0.05%,95.92%,2,-41.20%,500 ,https://www.signalstart.com/analysis/jakiro/237047, 134.18, -1.41%,Jakiro,-8680.5,$30.00,5412.55, 0.77,-,4431, 80%
37.0,660.82,GBP, -0.23%,95.62%,7,-92.57%,100 ,https://www.signalstart.com/analysis/slow-force/236075, 79.36, -6.59%,Slow Force,-24523.3,$30.00,8339.18, 0.73,-,919, 95%
34.0,4122.5,USD, 0.20%,32.32%,3,681.77%,500 ,https://www.signalstart.com/analysis/siggma/233594, 24.5, 6.02%,Siggma,24302.9,$72.00,3522.5, 5.35,-,1142, 81%
41.0,4897.4,USD, -0.21%,99.96%,9,-93.39%,500 ,https://www.signalstart.com/analysis/gt-capital-fx/231507, 519.51, -6.22%,GT Capital Fx,-111005.0,$75.00,6991.81, 0.94,-,3276, 56%
72.79,11100.24,USD, 0.20%,72.31%,7,8716.60%,300 ,https://www.signalstart.com/analysis/waka-system/229373, 293.3, 6.26%,Waka System,11521.0,$30.00,11952.65, 1.75,-,4218, 74%
35.0,0.0,USD, 0.10%,54.61%,7,182.19%,500 ,https://www.signalstart.com/analysis/twobirds-main/219363," 4,417.26", 2.95%,TwoBirds Main,22879.8,$50.00,108311.84, 1.44,-,4912, 68%
62.0,103241.0,JPY, 0.04%,34.57%,7,133.05%,25 ,https://www.signalstart.com/analysis/konokasystem/165660, 99.43, 1.35%,KonokaSystem,3579.5,$30.00,59238.0, 1.08,-,4972, 60%
52.0,66.95,EUR, -0.39%,100.00%,6,-99.79%,500 ,https://www.signalstart.com/analysis/aztec-empire/112460," 3,628.89", -10.97%,Aztec Empire,5185.5,$50.00,21270.8, 1.14,-,3342, 69%
56.0,0.0,JPY, -0.41%,99.93%,4,-99.90%,500 ,https://www.signalstart.com/analysis/dream-presentation-1/66543, 90.33, -11.46%,Dream Presentation 1,-21677.0,$30.00,276516.0, 0.67,-,4006, 67%
57.0,85729.61,USC Cent, 0.15%,100.00%,9,1356.70%,400 ,https://www.signalstart.com/analysis/avatarzfx-trades/64424, 360.76, 4.75%,AvatarzFx Trades,190369.1,$34.00,62380.22, 3.52,-,5299, 81%
60.2,0.0,EUR, -0.38%,99.93%,3,-99.90%,500 ,https://www.signalstart.com/analysis/simtradingpro/58614, 817.89, -10.70%,Simtradingpro,251.8,$30.00,21846.46, 0.57,-,791, 34%
15.0,508.93,USD, 0.43%,84.86%,8,619.91%,200 ,https://www.signalstart.com/analysis/perception-pro/261092, 34.95, 13.62%,Perception Pro,9608.4,$30.00,6477.93, 1.84,733,276, 59%
13.0,214.25,USD, 0.26%,95.27%,8,186.97%,500 ,https://www.signalstart.com/analysis/af-trading-signal/261083, 31.05, 8.19%,AF Trading signal,18688.0,$39.00,712.25, 1.23,732,1115, 69%
7.89,276.4,USD, 0.05%,90.37%,3,13.60%,500 ,https://www.signalstart.com/analysis/mix-scalping/265907, 25.55, 1.62%,MIX Scalping,7590.4,$35.00,46.86, 1.04,730,819, 89%
11.16,1244.7,USD, 0.07%,80.36%,1,27.93%,500 ,https://www.signalstart.com/analysis/kasuari-ea-17/263222, 42.05, 2.22%,Kasuari EA 17,-657.8,$50.00,271.9, 1.08,729,601, 56%
20.0,1000.78,USD, 0.28%,53.77%,2,477.27%,500 ,https://www.signalstart.com/analysis/arnold/266189, 137.17, 8.87%,Arnold,5842.4,$30.00,7761.99, 1.83,728,2627, 73%
33.0,304.81,USD, 0.04%,61.01%,8,45.98%,50 ,https://www.signalstart.com/analysis/fortune-cat-tickmill/263530, 61.88, 1.12%,Fortune Cat Tickmill,7025.2,$39.00,590.88, 1.25,727,597, 66%
39.0,396.11,USD, 0.23%,100.00%,5,1460.89%,500 ,https://www.signalstart.com/analysis/palex-trading/224326, 268.25, 7.04%,Palex Trading,-10583.4,$50.00,288.59, 0.99,731,20696, 80%
16.0,207.3,USD, 0.21%,98.72%,228,185.05%,100 ,https://www.signalstart.com/analysis/hd-trader/259080, 2.71, 6.53%,HD Trader,37855.0,$33.00,250.84, 1.13,726,166, 63%
61.0,8064.65,EUR, 0.16%,98.45%,9,1811.83%,500 ,https://www.signalstart.com/analysis/prosilio2/249643," 1,386.19", 4.83%,Prosilio2,21599.3,$49.00,17175.13, 1.17,725,5516, 43%
36.0,37669.15,USD, 0.18%,86.98%,3,593.36%,500 ,https://www.signalstart.com/analysis/growing-project-eurusd/250124," 3,348.77", 5.45%,Growing Project on EURUSD,-568.3,$60.00,101338.98, 1.61,724,1828, 57%
8.69,28585.87,EUR, 0.11%,96.93%,7,34.60%,500 ,https://www.signalstart.com/analysis/fixdream-prana/266736, 623.91, 3.46%,FixDream Prana,11497.1,$75.00,5380.36, 0.9,723,1653, 71%
14.0,1846.67,USD, 0.04%,51.43%,1,19.55%,500 ,https://www.signalstart.com/analysis/kasuari-ea-22/260818, 50.47, 1.19%,Kasuari EA 22,-94.2,$50.00,678.67, 1.19,722,814, 56%
11.46,801.41,USD, 0.16%,44.66%,5,71.60%,500 ,https://www.signalstart.com/analysis/withdraw-everyday/269248, 25.62, 4.81%,Withdraw Everyday,961.5,$30.00,218.61, 0.8,720,378, 62%
20.0,208.03,EUR, 0.42%,71.17%,2,1270.34%,300 ,https://www.signalstart.com/analysis/major/249341, 387.97, 13.44%,Major,244997.0,$75.00,1037.57, 0.96,721,9707, 83%
29.0,1103.56,USD, 0.38%,75.61%,7,2865.13%,500 ,https://www.signalstart.com/analysis/haswell-capitals/237983, 249.84, 12.19%,Haswell Capitals,4285.1,$40.00,2529.21, 1.28,719,2537, 62%
11.49,1041.77,SGD, 0.00%,46.54%,3,0.53%,50 ,https://www.signalstart.com/analysis/fxc15scalper/260150, 55.88, 0.05%,FXC15Scalper,-7486.5,$30.00,741.77, 1.1,718,2286, 76%
12.26,669.07,USD, 0.12%,100.00%,8,55.91%,500 ,https://www.signalstart.com/analysis/zurich/261877, 63.6, 3.63%,Zurich,1030.6,$79.00,807.93, 0.92,717,1220, 65%
7.62,27114.5,USD, 0.19%,84.30%,6,54.79%,500 ,https://www.signalstart.com/analysis/primexec-trading-program/264930," 1,776.21", 5.87%,PRIMEXEC TRADING PROGRAM,2384.8,$35.00,47121.42, 1.43,716,655, 75%
14.0,1467.57,USD, 0.42%,62.54%,4,524.46%,200 ,https://www.signalstart.com/analysis/seldvzdhmrt/258932, 87.93, 13.21%,Seldvzdhmrt,2299.7,$75.00,4027.57, 1.76,715,524, 66%
18.0,1542.76,EUR, 0.08%,45.24%,4,56.45%,30 ,https://www.signalstart.com/analysis/swordfish/257952, 75.05, 2.49%,SwordFish,9375.4,$30.00,100.36, 1.02,714,6715, 75%
44.0,3805.34,EUR, 0.07%,100.00%,1,145.07%,500 ,https://www.signalstart.com/analysis/rise-shine-too/247721, 973.53, 2.01%,rise and shine too,9566.4,$50.00,1837.93, 1.08,713,9192, 70%
17.0,82120.79,USD, 0.09%,68.19%,6,60.32%,500 ,https://www.signalstart.com/analysis/surfer242/253631," 7,882.75", 2.70%,Surfer242,-86214.5,$100.00,62120.79, 1.14,712,147881, 49%
12.43,12158.28,USD, 0.10%,100.00%,5,47.43%,500 ,https://www.signalstart.com/analysis/bagira/259463, 152.23, 3.12%,Bagira,-1412.2,$100.00,3767.98, 1.32,711,2830, 59%
29.0,740.32,USD, 0.24%,42.59%,2,770.12%,500 ,https://www.signalstart.com/analysis/night-light-am/252930, 158.66, 7.52%,NIGHT LIGHT AM,-16370.6,$39.00,1222.76, 1.26,710,3941, 70%
38.0,1437.71,USD, 0.11%,46.24%,21,254.99%,500 ,https://www.signalstart.com/analysis/snowball-50/256428, 82.37, 3.31%,Snowball 50,8126.0,$39.00,1346.86, 1.33,709,387, 66%
6.36,24783.01,USC Cent, 0.17%,59.55%,2,37.04%,500 ,https://www.signalstart.com/analysis/perakian-wetrade/268718, 74.1, 5.05%,Perakian WeTrade,10946.1,$75.00,3929.01, 1.3,707,1073, 67%
15.0,7497.35,EUR, 0.09%,52.19%,11,50.03%,500 ,https://www.signalstart.com/analysis/copy-trading/256244, 214.52, 2.67%,Copy Trading,37746.9,$75.00,3691.35, 1.12,708,3426, 82%
16.0,1301.49,AUD, 0.19%,76.87%,8,152.61%,500 ,https://www.signalstart.com/analysis/r-factor-audcad-killer/256140, 17.73, 5.85%,R FACTOR AUDCAD KILLER,2886.8,$30.00,1101.49, 1.53,706,1023, 66%
30.0,221756.19,CAD, 0.12%,51.33%,9,199.32%,50 ,https://www.signalstart.com/analysis/phoenician-trader/260226," 18,783.8", 3.62%,Phoenician Trader,5562519.5,$30.00,217951.33, 1.96,705,3134, 82%
14.0,205.61,USD, 0.23%,48.06%,4,179.54%,500 ,https://www.signalstart.com/analysis/gold-nng/258922, 2.23, 7.23%,Gold NNG,38894.0,$59.00,388.94, 1.65,704,223, 75%
12.92,2689.23,USD, 0.43%,72.45%,1,434.74%,200 ,https://www.signalstart.com/analysis/best-trader/262833, 61.21, 13.62%,Best Trader,8872.2,$100.00,2184.23, 1.37,703,878, 86%
6.66,8012.83,EUR, 0.24%,73.81%,6,62.36%,500 ,https://www.signalstart.com/analysis/maestro-fx/265477, 200.38, 7.51%,Maestro FX,3630.1,$75.00,3012.83, 1.17,702,647, 76%
10.03,2585.28,USD, 0.31%,100.00%,1,154.40%,500 ,https://www.signalstart.com/analysis/next-road/268248, 58.55, 9.73%,Next Road,5385.8,$33.00,1594.93, 1.38,701,2553, 63%
10.72,656.18,USD, 0.22%,29.30%,7,104.99%,500 ,https://www.signalstart.com/analysis/pixel-ic/261837, 5.73, 6.90%,Pixel IC,924.0,$30.00,60.43, 1.34,700,248, 66%
29.0,3984.0,USD, 0.25%,100.00%,8,829.80%,400 ,https://www.signalstart.com/analysis/atriamarkets/243459, 74.33, 7.83%,AtriaMarkets,3684.2,$30.00,2453.93, 1.49,699,4754, 78%
19.0,45043.41,EUR, 0.16%,40.83%,8,161.23%,500 ,https://www.signalstart.com/analysis/fixdream-ankh/263179," 2,238.35", 4.90%,FixDream Ankh,4665.9,$75.00,11294.98, 1.07,698,2524, 71%
17.0,17005.23,EUR, 0.11%,100.00%,1,78.54%,500 ,https://www.signalstart.com/analysis/pony/262890, 81.6, 3.26%,Pony,24307.9,$70.00,6301.23, 1.92,696,4730, 62%
96.0,49613.4,USD, 0.06%,57.57%,8,535.99%,500 ,https://www.signalstart.com/analysis/blackwave-california/15323," 1,164.97", 1.92%,Blackwave California,45920.4,$49.00,229643.95, 2.46,697,2440, 76%
7.72,240.7,USD, 0.40%,43.77%,7,152.95%,300 ,https://www.signalstart.com/analysis/seth-ai-gold/270001, 0.81, 12.70%,Seth AI Gold,14839.5,$37.00,146.51, 1.67,695,77, 65%
16.0,978.94,CHF, 0.47%,63.86%,9,986.75%,400 ,https://www.signalstart.com/analysis/swissforextrends/254526, 30.01, 14.92%,SwissForexTrends,5820.7,$30.00,888.86, 1.59,694,987, 82%
20.0,2518.46,EUR, 0.10%,90.33%,2,86.77%,500 ,https://www.signalstart.com/analysis/forexchunk/251626, 88.72, 3.06%,Forexchunk,8024.9,$30.00,307.05, 1.05,693,3935, 68%
43.0,34104.36,AUD, 0.11%,67.13%,5,329.91%,500 ,https://www.signalstart.com/analysis/trendliner/242938, 522.63, 3.38%,Trendliner,-185773.4,$30.00,44107.46, 1.43,692,5096, 57%
25.0,3569.42,USD, 0.37%,94.07%,4,1615.95%,500 ,https://www.signalstart.com/analysis/gqb/252204, 35.74, 11.70%,GQB,20199.5,$100.00,3378.95, 2.32,691,2410, 74%
7.89,358.77,USD, 0.43%,100.00%,3,174.11%,500 ,https://www.signalstart.com/analysis/maleotm/265903, 24.3, 13.57%,MaleoTM,535.3,$30.00,341.99, 1.49,690,1812, 64%
7.07,5335.7,USD, 0.35%,29.50%,7,111.16%,100 ,https://www.signalstart.com/analysis/trading-santai/264968, 29.85, 11.11%,Trading Santai,-936.7,$35.00,94.3, 0.96,689,561, 56%
44.0,1863.94,USD, 0.04%,34.37%,3,74.50%,100 ,https://www.signalstart.com/analysis/stormtoday/243174, 9.46, 1.26%,stormtoday,61355.7,$38.00,863.94, 1.2,687,572, 43%
26.0,39806.81,EUR, 0.05%,56.90%,2,52.99%,500 ,https://www.signalstart.com/analysis/csinfx-2/271145," 1,781.81", 1.62%,CSInFx 2,-157620.7,$75.00,14424.81, 1.14,688,49099, 74%
48.0,2198.12,USD, 0.04%,99.92%,1,88.34%,500 ,https://www.signalstart.com/analysis/limitless-ea/186697, 48.56, 1.31%,Limitless EA,-305.9,$75.00,7522.8, 2.12,686,2375, 68%
7.07,915.59,USD, 0.14%,50.08%,1,33.83%,500 ,https://www.signalstart.com/analysis/hope-master-fx/270211, 9.1, 4.19%,HOPE MASTER FX,-21.9,$45.00,363.15, 1.33,685,148, 71%
42.0,5191.7,USD, 0.14%,29.62%,4,504.48%,100 ,https://www.signalstart.com/analysis/ea-papeda/195627, 159.48, 4.23%,EA Papeda,1581.9,$63.00,4980.85, 1.51,684,3619, 57%
10.59,1757.52,USD, 0.21%,41.40%,2,94.02%,500 ,https://www.signalstart.com/analysis/victor/264640, 80.68, 6.44%,A Victor,999.3,$39.00,6151.81, 2.98,683,836, 63%
12.1,22602.82,EUR, 0.31%,81.22%,8,210.93%,500 ,https://www.signalstart.com/analysis/tradepropheteaauto/259800, 99.41, 9.81%,TradeprophetEAauto,7232.8,$99.00,3738.82, 1.8,682,926, 75%
9.95,7413.78,USD, 0.25%,76.79%,6,108.99%,200 ,https://www.signalstart.com/analysis/swiss-trading/262786, 442.56, 7.66%,Swiss Trading,-87357.3,$30.00,3444.36, 1.18,681,14447, 72%
15.0,4267.86,EUR, 0.45%,83.04%,1,701.35%,500 ,https://www.signalstart.com/analysis/multicator/258579, 25.24, 14.38%,Multicator,6320.9,$49.00,2952.69, 2.11,680,1041, 83%
25.0,5018.05,USD, 0.09%,93.16%,7,104.44%,500 ,https://www.signalstart.com/analysis/science-luck/243862, 57.76, 2.77%,Science of Luck,-12485.6,$40.00,2459.38, 1.3,679,1164, 72%
28.0,1909.05,USD, 0.05%,31.01%,8,51.59%,200 ,https://www.signalstart.com/analysis/wavesfx/243195, 21.11, 1.43%,WavesFx,3739.3,$75.00,140.77, 1.04,678,976, 53%
6.95,5995.72,GBP, 0.08%,62.40%,7,17.76%,500 ,https://www.signalstart.com/analysis/alpha2024/268067, 51.7, 2.37%,Alpha2024,7892.5,$40.00,970.79, 1.26,677,906, 76%
12.13,6163.22,USD, 0.51%,80.61%,9,527.88%,500 ,https://www.signalstart.com/analysis/mikeultrahr/264071, 146.11, 16.31%,MikeUltraHR,21003.4,$60.00,3640.8, 1.82,676,4317, 91%
24.46,3252.69,EUR, 0.16%,69.76%,9,218.27%,500 ,https://www.signalstart.com/analysis/permanent-income/251698, 361.66, 4.77%,Permanent Income,20726.4,$30.00,7963.32, 1.49,675,10654, 73%
65.0,6508.18,USD, 0.10%,57.94%,6,674.08%,400 ,https://www.signalstart.com/analysis/bg-grid-forex-chief-2/215093, 199.73, 3.12%,BG Grid Forex Chief 2,2898.6,$40.00,12158.54, 1.6,674,5110, 70%
14.0,1589.12,AUD, 0.40%,51.71%,5,465.38%,500 ,https://www.signalstart.com/analysis/jfk-mt5-ppglobal-core-acc/259385, 83.27, 12.82%,JFK MT5 PPGlobal Core Acc,8961.5,$75.00,1395.72, 1.31,673,6022, 71%
23.0,30755.67,USD, 0.62%,94.30%,3,8178.23%,500 ,https://www.signalstart.com/analysis/ea-paradiseway-mt5/254470, 672.42, 20.52%,EA ParadiseWay MT5,-424934.6,$30.00,36813.29, 2.43,672,3007, 85%
8.95,959.39,USD, 0.23%,50.99%,3,84.44%,500 ,https://www.signalstart.com/analysis/londonsession-gbpusd-eurchf/265869, 5.79, 7.04%,LondonSession GBPUSD EURCHF,1642.4,$45.00,194.04, 1.26,671,545, 72%
17.0,564.63,USD, 0.28%,48.90%,9,343.31%,500 ,https://www.signalstart.com/analysis/hoya-chief/257113, 44.76, 8.78%,Hoya Chief,-1521.3,$33.00,3401.03, 1.85,670,1621, 75%
9.59,2099.63,USD, 0.31%,31.98%,6,143.68%,500 ,https://www.signalstart.com/analysis/windmill-portfolio/265528, 62.54, 9.69%,Windmill Portfolio,127559.7,$30.00,1187.53, 1.17,669,3068, 60%
100.0,18486.63,USD Cent, 0.11%,69.77%,5,2480.14%,500 ,https://www.signalstart.com/analysis/bg-grid/8702, 288.89, 3.24%,BG Grid,30957.0,$40.00,29914.49, 2,667,3264, 68%
15.0,445.6,USD, 0.11%,23.59%,6,72.11%,500 ,https://www.signalstart.com/analysis/fire-tb/266717, 15.19, 3.43%,FIRE TB,516.4,$50.00,186.7, 1.38,666,195, 65%
8.1,270219.53,AUD, 0.41%,82.45%,5,172.46%,500 ,https://www.signalstart.com/analysis/yy-forex-master-ea/263897," 3,860.46", 13.13%,YY Forex Master EA,21142.6,$299.00,122042.89, 1.36,664,8612, 72%
5.43,1647.01,EUR, 0.62%,75.90%,5,174.34%,500 ,https://www.signalstart.com/analysis/lioness/266831, 96.63, 20.30%,The Lioness,-33809.5,$30.00,1047.01, 1.2,662,1041, 70%
24.26,8055.85,USD, 0.45%,79.88%,2,2557.36%,200 ,https://www.signalstart.com/analysis/nick-trading-returns/262788, 706.29, 14.25%,Nick trading returns,-53062.9,$30.00,10627.98, 1.53,663,16399, 76%
124.0,60428.62,USD, 0.09%,63.41%,3,2547.83%,500 ,https://www.signalstart.com/analysis/shikari/1733," 2,702.64", 2.64%,Shikari,17537.3,$35.00,213980.27, 1.7,668,5888, 69%
10.95,12054.41,EUR, 0.15%,100.00%,8,64.34%,500 ,https://www.signalstart.com/analysis/smart-wealth-eur/261111, 71.64, 4.62%,Smart Wealth EUR,7371.6,$30.00,2054.42, 4.66,661,1930, 97%
53.0,68411.45,USD, 0.05%,54.37%,2,138.85%,500 ,https://www.signalstart.com/analysis/lab-superscalper/250959," 3,928.29", 1.62%,Lab Superscalper,7616.3,$50.00,38464.15, 1.27,665,37603, 65%
88.0,4808.31,USD, 0.03%,54.05%,5,122.04%,100 ,https://www.signalstart.com/analysis/belkaglazer-icmarkets/29083, 191.73, 0.89%,Belkaglazer ICMarkets,-2515.0,$30.00,1646.96, 1.12,660,5543, 62%
29.0,100912.77,USD, 0.29%,75.16%,8,1149.35%,500 ,https://www.signalstart.com/analysis/nasdaq-trading-advisor/243023, 353.75, 8.91%,NASDAQ trading advisor,6740.0,$75.00,99042.48, 1.56,659,2433, 87%
19.0,6225.15,EUR, 0.12%,64.95%,7,102.55%,100 ,https://www.signalstart.com/analysis/capitalboost/264657, 129.6, 3.63%,CapitalBoost,5372.3,$40.00,933.5, 1.09,658,7461, 74%
12.02,12968.21,CHF, 0.07%,100.00%,6,28.67%,500 ,https://www.signalstart.com/analysis/compound-reinvest/264540, 79.99, 2.09%,compound and reinvest,14557.7,$55.00,2968.21, 1.68,657,421, 59%
10.95,132540.45,THB, 0.28%,16.24%,3,149.76%,200 ,https://www.signalstart.com/analysis/pixel-fusion/267074, 86, 8.68%,Pixel Fusion,-322.6,$30.00,54255.0, 1.84,656,245, 67%
13.0,14113.16,USD, 0.13%,99.90%,8,69.24%,200 ,https://www.signalstart.com/analysis/ebb-flow-grid/262417, 65.98, 4.02%,Ebb and Flow Grid,5784.5,$50.00,5634.78, 2.48,654,655, 76%
45.0,4004.83,USD, 0.06%,68.32%,2,135.06%,500 ,https://www.signalstart.com/analysis/mid-term-investment/182386, 73.06, 1.88%,Mid term investment,29659.3,$100.00,4060.17, 1.53,655,5661, 73%
30.0,1218.42,USD, 0.18%,46.48%,16,434.96%,30 ,https://www.signalstart.com/analysis/nomad-pip-hunt/260314, 3.8, 5.55%,The Nomad Pip Hunt,-3867.1,$75.00,509.77, 1.64,652,242, 71%
126.0,3471.87,USD, 0.06%,61.43%,1,772.69%,500 ,https://www.signalstart.com/analysis/forexrealprofitea-eu-gu/128427, 107.59, 1.70%,ForexRealProfitEA EU GU,6520.5,$40.00,1207.98, 1.1,653,3127, 53%
21.0,1296.33,CHF, 0.17%,72.19%,9,207.10%,500 ,https://www.signalstart.com/analysis/gepard/263177, 19.03, 5.36%,Gepard,4313.9,$39.00,796.33, 2.11,651,872, 74%
15.0,3100.8,USD, 0.20%,52.95%,8,147.20%,500 ,https://www.signalstart.com/analysis/nqfx-trade/262079, 78.21, 6.07%,NQFX Trade,-11313.9,$50.00,2479.76, 1.51,650,1406, 58%
4.46,102.78,EUR, 0.01%,43.92%,2,1.35%,30 ,https://www.signalstart.com/analysis/tickmill-trader-11/268023, 15.19, 0.30%,Tickmill Trader 11,31258.7,$30.00,0.84, 1,649,528, 77%
19.0,60995.76,USD Cent, 0.32%,36.59%,7,539.09%,500 ,https://www.signalstart.com/analysis/perakian/251859," 1,489.62", 10.13%,Perakian,33388.7,$75.00,100807.99, 1.38,648,4356, 66%
35.0,1083.12,SGD, 0.20%,72.76%,4,804.13%,500 ,https://www.signalstart.com/analysis/tol-langit-v10/232541, 84.36, 6.30%,TOL LANGIT V10,11195.5,$40.00,3973.06, 2,647,3298, 80%
14.0,49604.22,USD, 0.21%,99.92%,3,154.59%,500 ,https://www.signalstart.com/analysis/proforex2024/257931, 814.74, 6.37%,ProForex2024,-31029.6,$30.00,32192.92, 1.54,646,9308, 68%
79.0,999.98,USD, 0.14%,43.32%,7,2729.44%,500 ,https://www.signalstart.com/analysis/friday-monday/66191, 324.74, 4.21%,Friday Monday,6971.3,$31.00,4724.7, 1.38,645,2540, 74%
18.0,2202.97,USD, 0.10%,16.95%,1,76.86%,500 ,https://www.signalstart.com/analysis/gqb-sl/252324, 25.12, 3.13%,GQB WITH SL,10765.7,$100.00,1266.67, 1.55,644,1762, 72%
21.0,8479.84,EUR, 0.08%,20.83%,5,71.81%,500 ,https://www.signalstart.com/analysis/longterm-stability/265970, 380.24, 2.50%,Longterm stability,11984.8,$75.00,3479.84, 1.17,643,4773, 69%
5.82,4128.83,USD, 0.33%,52.85%,6,77.00%,500 ,https://www.signalstart.com/analysis/alpha-zulu-turbo/268482, 49.65, 10.23%,Alpha Zulu Turbo,1438.0,$35.00,1795.61, 1.67,642,240, 90%
50.0,1700.61,USD, 0.18%,88.80%,8,1445.76%,400 ,https://www.signalstart.com/analysis/auto-profit-signal/189964, 744.3, 5.44%,Auto ProFit Signal,294223.0,$30.00,44934.61, 1.46,640,6568, 83%
25.0,28003.03,USD, 0.11%,60.98%,7,138.94%,500 ,https://www.signalstart.com/analysis/save-ukraine/243069, 596.79, 3.42%,Save Ukraine,8950.7,$75.00,16003.03, 1.43,639,13061, 60%
64.0,15158.24,USD, 0.13%,93.34%,1,1273.95%,400 ,https://www.signalstart.com/analysis/true-range/57358, 403.52, 4.10%,True Range,18080.2,$35.00,21230.19, 1.68,638,2557, 79%
